time_unix,monotonic,data_rate,tx_power,channel
1778618013.724,8310.733,2,2,0
1778618018.738,8315.747,2,2,0
1778618023.753,8320.763,2,2,0
1778618028.719,8325.728,2,2,0
1778618033.734,8330.743,2,2,0
1778618038.752,8335.761,2,2,0
1778618043.717,8340.726,2,2,0
1778618048.733,8345.742,2,2,0
1778618053.748,8350.757,2,2,0
1778618058.713,8355.722,2,2,0
1778618063.728,8360.737,2,2,0
1778618068.743,8365.752,2,2,0
1778618073.758,8370.767,2,2,0
1778618078.723,8375.732,2,2,0
1778618083.738,8380.747,2,2,0
1778618088.754,8385.763,2,2,0
1778618093.718,8390.727,2,2,0
1778618098.733,8395.742,2,2,0
1778618103.749,8400.758,2,2,0
1778618108.714,8405.723,2,2,0
1778618113.729,8410.738,2,2,0
1778618118.744,8415.753,2,2,0
1778618123.709,8420.718,2,2,0
1778618128.724,8425.734,2,2,0
1778618133.740,8430.749,2,2,0
1778618138.755,8435.764,2,2,0
1778618143.720,8440.729,2,2,0
1778618148.735,8445.744,2,2,0
1778618153.750,8450.759,2,2,0
1778618158.714,8455.723,2,2,0
1778618163.729,8460.738,2,2,0
1778618168.744,8465.753,2,2,0
1778618173.709,8470.718,2,2,0
1778618178.725,8475.734,2,2,0
1778618183.740,8480.749,2,2,0
1778618188.754,8485.764,2,2,0
1778618193.719,8490.728,2,2,0
1778618198.734,8495.743,2,2,0
1778618203.750,8500.759,2,2,0
1778618208.715,8505.724,2,2,0
1778618213.731,8510.740,2,2,0
1778618218.746,8515.756,2,2,0
1778618223.712,8520.721,2,2,0
1778618228.727,8525.736,2,2,0
1778618233.742,8530.751,2,2,0
1778618238.757,8535.767,2,2,0
1778618243.722,8540.731,2,2,0
1778618248.738,8545.747,2,2,0
1778618253.753,8550.762,2,2,0
1778618258.718,8555.727,2,2,0
1778618263.734,8560.743,2,2,0
1778618268.749,8565.758,2,2,0
1778618273.714,8570.723,2,2,0
1778618278.729,8575.738,2,2,0
1778618283.744,8580.753,2,2,0
1778618288.710,8585.719,2,2,0
1778618293.725,8590.734,2,2,0
1778618298.740,8595.749,2,2,0
1778618303.755,8600.764,2,2,0
1778618308.720,8605.729,2,2,0
1778618313.735,8610.744,2,2,0
1778618318.750,8615.759,2,2,0
1778618323.714,8620.723,2,2,0
1778618328.729,8625.738,2,2,0
1778618333.744,8630.753,2,2,0
1778618338.709,8635.718,2,2,0
1778618343.724,8640.733,2,2,0
1778618348.739,8645.748,2,2,0
1778618353.754,8650.763,2,2,0
1778618358.719,8655.728,2,2,0
1778618363.734,8660.743,2,2,0
1778618368.749,8665.758,2,2,0
1778618373.713,8670.722,2,2,0
1778618378.729,8675.738,2,2,0
1778618383.743,8680.752,2,2,0
1778618388.758,8685.767,2,2,0
1778618393.724,8690.733,2,2,0
1778618398.738,8695.747,2,2,0
1778618403.753,8700.763,2,2,0
1778618408.718,8705.727,2,2,0
1778618413.733,8710.743,2,2,0
1778618418.748,8715.757,2,2,0
1778618423.713,8720.722,2,2,0
1778618428.728,8725.737,2,2,0
1778618433.743,8730.752,2,2,0
1778618438.758,8735.767,2,2,0
1778618443.723,8740.732,2,2,0
1778618448.738,8745.747,2,2,0
1778618453.753,8750.763,2,2,0
1778618458.719,8755.728,2,2,0
1778618463.734,8760.743,2,2,0
1778618468.749,8765.758,2,2,0
1778618473.713,8770.722,2,2,0
1778618478.729,8775.738,2,2,0
1778618483.744,8780.753,2,2,0
1778618488.759,8785.768,2,2,0
1778618493.724,8790.733,2,2,0
1778618498.739,8795.748,2,2,0
1778618503.754,8800.763,2,2,0
1778618508.719,8805.728,2,2,0
1778618513.734,8810.743,2,2,0
1778618518.749,8815.758,2,2,0
1778618523.714,8820.723,2,2,0
1778618528.729,8825.738,2,2,0
1778618533.743,8830.753,2,2,0
1778618538.758,8835.767,2,2,0
1778618543.724,8840.733,2,2,0
1778618548.739,8845.748,2,2,0
1778618553.754,8850.763,2,2,0
1778618558.719,8855.728,2,2,0
1778618563.734,8860.743,2,2,0
1778618568.749,8865.758,2,2,0
1778618573.714,8870.723,2,2,0
1778618578.729,8875.738,2,2,0
1778618583.745,8880.754,2,2,0
1778618588.710,8885.719,2,2,0
1778618593.724,8890.733,2,2,0
1778618598.740,8895.749,2,2,0
1778618603.754,8900.763,2,2,0
1778618608.719,8905.728,2,2,0
1778618613.734,8910.743,2,2,0
1778618618.749,8915.758,2,2,0
1778618623.715,8920.724,2,2,0
1778618628.732,8925.741,2,2,0
1778618633.747,8930.756,2,2,0
1778618638.712,8935.721,2,2,0
1778618643.727,8940.736,2,2,0
1778618648.742,8945.751,2,2,0
1778618653.758,8950.767,2,2,0
1778618658.722,8955.731,2,2,0
1778618663.738,8960.747,2,2,0
1778618668.754,8965.763,2,2,0
1778618673.719,8970.728,2,2,0
1778618678.734,8975.743,2,2,0
1778618683.748,8980.758,2,2,0
1778618688.714,8985.723,2,2,0
1778618693.729,8990.738,2,2,0
1778618698.744,8995.753,2,2,0
1778618703.709,9000.718,2,2,0
1778618708.724,9005.733,2,2,0
1778618713.741,9010.750,2,2,0
1778618718.756,9015.765,2,2,0
1778618723.721,9020.730,2,2,0
1778618728.736,9025.745,2,2,0
1778618733.751,9030.760,2,2,0
1778618738.716,9035.725,2,2,0
1778618743.731,9040.740,2,2,0
1778618748.746,9045.755,2,2,0
1778618753.711,9050.720,2,2,0
1778618758.726,9055.735,2,2,0
1778618763.742,9060.751,2,2,0
