time_unix,monotonic,data_rate,tx_power,channel
1778617318.388,7615.397,2,2,0
1778617323.403,7620.412,2,2,0
1778617328.418,7625.427,2,2,0
1778617333.383,7630.392,2,2,0
1778617338.398,7635.407,2,2,0
1778617343.413,7640.423,2,2,0
1778617348.378,7645.387,2,2,0
1778617353.393,7650.402,2,2,0
1778617358.408,7655.417,2,2,0
1778617363.423,7660.432,2,2,0
1778617368.388,7665.397,2,2,0
1778617373.403,7670.412,2,2,0
1778617378.420,7675.429,2,2,0
1778617383.385,7680.394,2,2,0
1778617388.400,7685.409,2,2,0
1778617393.415,7690.424,2,2,0
1778617398.380,7695.389,2,2,0
1778617403.395,7700.404,2,2,0
1778617408.410,7705.419,2,2,0
1778617413.375,7710.384,2,2,0
1778617418.390,7715.399,2,2,0
1778617423.405,7720.414,2,2,0
1778617428.421,7725.430,2,2,0
1778617433.386,7730.395,2,2,0
1778617438.401,7735.410,2,2,0
1778617443.416,7740.425,2,2,0
1778617448.380,7745.389,2,2,0
1778617453.396,7750.405,2,2,0
1778617458.411,7755.420,2,2,0
1778617463.376,7760.385,2,2,0
1778617468.394,7765.404,2,2,0
1778617473.412,7770.421,2,2,0
1778617478.377,7775.386,2,2,0
1778617483.393,7780.402,2,2,0
1778617488.408,7785.417,2,2,0
1778617493.423,7790.432,2,2,0
1778617498.388,7795.397,2,2,0
1778617503.403,7800.412,2,2,0
1778617508.418,7805.427,2,2,0
1778617513.383,7810.392,2,2,0
1778617518.398,7815.407,2,2,0
1778617523.413,7820.422,2,2,0
1778617528.378,7825.387,2,2,0
1778617533.393,7830.402,2,2,0
1778617538.408,7835.417,2,2,0
1778617543.423,7840.432,2,2,0
1778617548.388,7845.397,2,2,0
1778617553.404,7850.413,2,2,0
1778617558.419,7855.428,2,2,0
1778617563.385,7860.394,2,2,0
1778617568.400,7865.409,2,2,0
1778617573.415,7870.424,2,2,0
1778617578.379,7875.388,2,2,0
1778617583.395,7880.404,2,2,0
1778617588.410,7885.419,2,2,0
1778617593.375,7890.385,2,2,0
1778617598.390,7895.399,2,2,0
1778617603.406,7900.415,2,2,0
1778617608.421,7905.430,2,2,0
1778617613.386,7910.395,2,2,0
1778617618.401,7915.410,2,2,0
1778617623.416,7920.425,2,2,0
1778617628.381,7925.390,2,2,0
1778617633.396,7930.405,2,2,0
1778617638.411,7935.420,2,2,0
1778617643.376,7940.385,2,2,0
1778617648.391,7945.400,2,2,0
